0,0,0,0,0,0,0,0,262,340,330,294,325,105,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,175,357,496,578,594,544,432,269,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,178,192,44,450,600,550,438,275,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,178,308,501,581,311,96,116,96,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,54,0,90,103,155,144,126,81,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,180,367,510,596,614,566,453,288,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,181,368,514,597,616,568,455,291,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,181,368,512,598,617,569,457,293,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,180,366,511,596,617,569,348,162,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,181,370,516,602,621,575,463,299,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,182,370,515,604,625,578,468,303,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,183,372,519,540,626,581,380,265,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,54,101,398,601,623,577,468,306,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,132,35,90,154,287,49,0,86,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,149,212,170,462,329,446,310,109,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,49,125,0,0,70,101,125,0,37,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,194,394,545,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,194,388,539,630,654,610,499,333,132,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,57,68,404,101,328,287,128,147,39,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,135,280,541,313,657,462,435,151,40,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,197,392,544,637,664,620,511,346,143,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,201,395,549,640,662,621,509,345,144,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,200,301,544,403,362,262,53,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,21,70,136,155,202,151,129,93,44,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,206,403,557,652,677,635,525,362,158,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,205,401,554,573,345,169,93,95,48,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,112,315,512,152,563,323,291,221,45,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,41,106,325,238,164,165,138,110,35,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,62,107,200,324,244,478,269,155,51,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,218,416,572,667,694,653,544,379,176,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,119,227,365,351,698,656,549,383,128,0,0,0,0,0,0,0,0,0,0
